"";"Nombre.buscado";"Nombre.trivago";"Codigo";"Precio.mb";"Hotel.mb";"link";"Bloque.1";"Bloque.2";"Wifi.lobby";"Wifi.habitacion";"Piscina";"Spa";"Parqueadero";"Mascotas";"Aire.acondicionado";"Restaurante";"Bar";"Gimnasio";"Estrellas";"Puntaje";"Opinion.cualitativa";"cantidad.opiniones";"Latitud";"Longitud"
"183";"HOTEL SANTORINI RESORT";"Santorini Hotel & Resort";"1167004";"$413.202";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1167004%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"4";"7.9";"Bueno";"1003";"11.143636";"-74.225365"
"184";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"185";"TEQUENDAMA INN  SANTA MARTA";"Tequendama Inn Santa Marta";"1472107";"$181.845";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1472107%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"True";"True";"False";"False";"True";"True";"True";"False";"3";"7.7";"Bueno";"459";"11.24725";"-74.20166"
"186";"Estelar Santamar Hotel ";"Estelar Santamar Hotel & Centro de Convenciones";"399441";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=399441%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"4";"8.1";"Muy bueno";"1008";"11.24725";"-74.20166"
"187";"HOTEL SICARARE";"Hotel Sicarare";"348136";"$163.469";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=348136%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Expedia 1756 =163.469 , ZenHotels.com 406 = 190.926 , Expedia 406 = 163.469 , Expedia 406 = 163.469 , Expedia 626 = 163.469 , ";"HabitaciÛn Doble - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$176.856
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$190.926
/noche
Mostrar 1 oferta m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$163.469
/noche
Mostrar 1 oferta m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"False";"True";"False";"True";"False";"True";"True";"True";"False";"NULL";"8.3";"Muy bueno";"97";"10.489581";"-73.263702"
"188";"IROTAMA";"Irotama Resort";"127128";"$1.066.429";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=127128%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";"8.2";"Muy bueno";"1401";"11.149683";"-74.225533"
"189";"TAMACA HOTEL";"Tamaca Hotel";"127131";"$356.058";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=127131%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =286.859 , Booking.com 626 = 286.859 , Booking.com 626 = 338.747 , Booking.com 626 = 338.747 , Booking.com 626 = 287.925 , ";"HabitaciÛn Doble Superior - ConexiÛn WiFi gratuita
Desayuno no incluido
$286.859
/noche
Mostrar 20 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Superior (cama matrimonial)
CancelaciÛn gratuita
Desayuno gratis
$356.058
/noche
Mostrar 13 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";"8.3";"Muy bueno";"615";"11.20083";"-74.227158"
"190";"HOTEL YULDAMA";"Hotel Yuldama Rodadero Inn";"2249874";"$157.755";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2249874%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"HabitaciÛn Doble - 1 o 2 camas - ConexiÛn WiFi gratuita
Desayuno no incluido
$157.755
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$212.458
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"False";"False";"False";"True";"True";"False";"False";"NULL";"6.8";"(";"217";"11.202209";"-74.226059"
"191";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"192";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"193";"BAHIA BLANCA SANTA MARTA";"Bahia Blanca";"1252899";"$88.556";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1252899%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =72.141 , Booking.com 626 = 72.141 , Booking.com 626 = 72.141 , Booking.com 626 = 72.141 , Booking.com 626 = 72.141 , ";"HabitaciÛn Doble - Desayuno incluido en el precio
CancelaciÛn gratuita
Desayuno gratis
$72.141
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn Est·ndar (2 camas individuales) (el tipo de cama est· sujeto a disponibilidad)
CancelaciÛn gratuita
Desayuno gratis
Pago en el alojamiento
$88.556
/noche
Mostrar 9 ofertas m·s (incl. Pago en el alojamiento, CancelaciÛn gratuita, Desayuno gratis)";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"NULL";"8.0";"Muy bueno";"170";"11.251066";"-74.212852"
"194";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"195";"VAJAMAR";"Vajamar";"2810561";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2810561%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"7.8";"Bueno";"34";"11.251066";"-74.212852"
"196";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"197";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"198";"SANHA PLUS HOTEL";"Sanha Plus Hotel";"2035083";"$458.343";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2035083%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =204.400 , Booking.com 1662 = 204.400 , lol.travel 1662 = 458.343 , lol.travel 626 = 458.343 , Booking.com 626 = 204.400 , ";"HabitaciÛn Doble - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$204.400
/noche
Mostrar 5 ofertas m·s (incl. Desayuno gratis)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$458.343
/noche
Mostrar 2 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"True";"True";"True";"False";"True";"False";"True";"True";"True";"False";"3";"7.6";"Bueno";"341";"11.157161";"-74.222893"
"199";"HOTEL SANSIRAKA";"Hotel Sansiraka";"1389730";"$228.660";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1389730%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =195.489 , Booking.com 626 = 195.489 , Booking.com 626 = 195.489 , Booking.com 626 = 195.489 , Booking.com 626 = 195.489 , ";"HabitaciÛn Doble - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$195.489
/noche
Mostrar 12 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$195.744
/noche
Mostrar 44 ofertas m·s (incl. CancelaciÛn gratuita, Media pensiÛn, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$228.660
/noche
Mostrar 23 ofertas m·s (incl. CancelaciÛn gratuita, Media pensiÛn, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"True";"True";"True";"True";"True";"True";"False";"3";"7.7";"Bueno";"100";"11.236106";"-74.212982"
"200";"SONESTA HOTEL VALLEDUPAR";"Hotel Sonesta Valledupar";"1401377";"$189.988";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1401377%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"3";"8.9";"Excelente";"557";"11.236106";"-74.212982"
"201";"LA CASA DEL FAROL";"Hotel La Casa del Farol";"1769449";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1769449%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"3";"8.6";"Excelente";"688";"11.236106";"-74.212982"
"202";"Hotel GHL Relax Costa Azul";"Hotel GHL Relax Costa Azul";"103357";"$227.764";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103357%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =187.473 , Booking.com 1756 = 187.473 , ZenHotels.com 1756 = 218.981 , ZenHotels.com 626 = 218.981 , Booking.com 626 = 187.473 , ";"HabitaciÛn Doble Est·ndar - 2 camas - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$187.473
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn Est·ndar (2 camas individuales)
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$218.981
/noche
Mostrar 13 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
TWIN STANDARD
Desayuno gratis
$227.764
/noche
Mostrar 11 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"True";"True";"True";"False";"True";"False";"True";"True";"False";"True";"3";"7.9";"Bueno";"1335";"11.107103";"-74.223984"
"203";"Hotel boutique casa carolina";"Hotel Boutique Casa Carolina";"3442272";"$276.242";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3442272%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"4";"9.0";"Excelente";"670";"11.107103";"-74.223984"
"204";"HOTEL WAYA  WUAJIRA";"Hotel Waya Guajira";"2855128";"$240.001";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2855128%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 1756 =240.001 , ZenHotels.com 626 = 276.157 , Booking.com 626 = 240.001 , Booking.com 626 = 240.001 , Booking.com 626 = 240.001 , ";"HabitaciÛn Doble Est·ndar - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$240.001
/noche
Mostrar 14 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$236.420
/noche
Mostrar 6 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn est·ndar
CancelaciÛn gratuita
Desayuno gratis
$236.420
/noche
Mostrar 6 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"True";"False";"True";"True";"True";"True";"True";"NULL";"8.3";"Muy bueno";"92";"11.171829";"-72.585533"
"205";"HOTEL CATEDRAL PLAZA";"Hotel Catedral Plaza";"5196912";"$500.553";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=5196912%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Agoda 626 =200.690 , Booking.com 395 = 203.163 , Agoda 395 = 236.079 , Agoda 395 = 236.079 , Agoda 626 = 200.690 , ";"HabitaciÛn Doble Deluxe - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$203.163
/noche
Mostrar 9 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$500.553
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Deluxe Double Room
Desayuno gratis
$200.690
/noche
Mostrar 19 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";"8.5";"Excelente";"85";"11.243669";"-74.210457"
"206";"BEST WESTERN PLUS";"Best Western Plus Santa Marta Hotel";"5162722";"$417.327";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=5162722%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"Ir a la web de reservas para m·s detalles.
Desayuno no incluido
$182.229
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Ir a la web de reservas para m·s detalles.
Desayuno gratis
$198.473
/noche
Mostrar 38 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn con cama extragrande - Adaptada para personas de movilidad reducida - No fumadores - Desayuno incluido en el precio
Desayuno gratis
$200.989
/noche
Mostrar 32 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"False";"True";"False";"True";"True";"True";"True";"4";"8.7";"Excelente";"202";"11.238747";"-74.212982"
"207";"SORATAMA";"Soratama";"1089412";"$186.364";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1089412%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$186.364
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$177.922
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (2 camas individuales)
CancelaciÛn gratuita
Paga en el hotel
Desayuno no incluido
$207.768
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"True";"True";"True";"False";"4";"7.8";"Bueno";"558";"4.814791";"-75.694328"
"208";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"209";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"210";"TERMALES SAN VICENTE";"Termales San Vicente";"2018931";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2018931%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"7.4";"(";"31";"4.814791";"-75.694328"
"211";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"212";"ARMENIA HOTEL ";"Armenia Hotel";"559281";"$342.499";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=559281%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Hoteles.com 626 =287.413 , Booking.com 452_CO = 293.254 , Hoteles.com 452_CO = 287.413 , Hoteles.com 452_CO = 287.413 , Hoteles.com 626 = 287.413 , ";"HabitaciÛn Doble - 1 o 2 camas - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$293.254
/noche
Mostrar 2 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (2 camas individuales)
CancelaciÛn gratuita
Desayuno gratis
$342.499
/noche
Mostrar 9 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn cu·druple, vistas a la ciudad
CancelaciÛn gratuita
Desayuno gratis
$287.413
/noche
Mostrar 6 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"True";"True";"True";"True";"True";"True";"True";"True";"True";"False";"4";"8.1";"Muy bueno";"214";"4.548982";"-75.660133"
"213";"HOTEL CAMPESTRE  LAS CAMELIAS";"Hotel Campestre Las Camelias";"4216186";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=4216186%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"5";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.548982";"-75.660133"
"214";"HOTEL TERMALES EL OTO—O";"Termales El OtoÒo";"1580727";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1580727%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"8.1";"Muy bueno";"225";"4.548982";"-75.660133"
"215";"HOTEL GHL ABADIA PLAZA";"NULL";"2024803";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2024803%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com class classicon-ic icon-center icon-rtl icon-ctasvg xmlnshttp:www.w3.org2000svg focusablefalse tabindex-1 width24 height24 viewBox0 0 24 24path fillnone stroke#37454D stroke-linecapround stroke-miterlimit10 stroke-width2 dM9.5 7l5 5m-5 5l5-5 classsvg-color--primarypathsvg 626 =NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"Muy bueno";"225";"4.548982";"-75.660133"
